"location","forecast_date","target_end_date","target","type","quantile","values"
"Utah","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.99,4
"Virginia","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.01,0
"Virginia","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.025,0
"Virginia","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.05,0
"Virginia","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.1,0
"Virginia","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.15,0
"Virginia","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.2,0
"Virginia","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.25,0
"Virginia","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.3,0
"Virginia","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.35,0
"Virginia","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.4,0
"Virginia","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.45,0
"Virginia","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.5,1
"Virginia","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.55,1
"Virginia","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.6,1
"Virginia","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.65,1
"Virginia","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.7,1
"Virginia","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.75,1
"Virginia","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.8,1
"Virginia","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.85,2
"Virginia","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.9,2
"Virginia","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.95,2
"Virginia","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.975,3
"Virginia","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.99,4
"Virginia","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.01,0
"Virginia","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.025,0
"Virginia","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.05,0
"Virginia","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.1,0
"Virginia","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.15,0
"Virginia","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.2,0
"Virginia","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.25,0
"Virginia","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.3,0
"Virginia","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.35,0
"Virginia","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.4,0
"Virginia","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.45,0
"Virginia","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.5,1
"Virginia","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.55,1
"Virginia","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.6,1
"Virginia","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.65,1
"Virginia","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.7,1
"Virginia","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.75,1
"Virginia","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.8,1
"Virginia","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.85,2
"Virginia","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.9,2
"Virginia","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.95,3
"Virginia","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.975,3
"Virginia","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.99,4
"Virginia","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.01,0
"Virginia","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.025,0
"Virginia","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.05,0
"Virginia","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.1,0
"Virginia","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.15,0
"Virginia","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.2,0
"Virginia","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.25,0
"Virginia","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.3,1
"Virginia","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.35,1
"Virginia","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.4,1
"Virginia","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.45,1
"Virginia","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.5,1
"Virginia","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.55,1
"Virginia","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.6,2
"Virginia","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.65,2
"Virginia","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.7,2
"Virginia","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.75,2
"Virginia","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.8,2
"Virginia","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.85,3
"Virginia","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.9,3
"Virginia","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.95,4
"Virginia","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.975,4
"Virginia","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.99,5
"Virginia","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.01,0
"Virginia","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.025,0
"Virginia","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.05,0
"Virginia","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.1,0
"Virginia","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.15,1
"Virginia","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.2,1
"Virginia","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.25,1
"Virginia","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.3,2
"Virginia","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.35,2
"Virginia","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.4,2
"Virginia","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.45,3
"Virginia","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.5,3
"Virginia","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.55,4
"Virginia","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.6,4
"Virginia","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.65,5
"Virginia","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.7,6
"Virginia","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.75,6
"Virginia","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.8,8
"Virginia","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.85,9
"Virginia","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.9,11
"Virginia","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.95,15
"Virginia","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.975,20
"Virginia","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.99,26
"Virginia","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.01,0
"Virginia","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.025,0
"Virginia","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.05,0
"Virginia","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.1,0
"Virginia","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.15,0
"Virginia","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.2,1
"Virginia","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.25,1
"Virginia","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.3,1
"Virginia","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.35,2
"Virginia","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.4,2
"Virginia","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.45,2
"Virginia","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.5,3
"Virginia","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.55,3
"Virginia","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.6,4
"Virginia","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.65,4
"Virginia","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.7,5
"Virginia","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.75,5
"Virginia","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.8,6
"Virginia","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.85,7
"Virginia","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.9,9
"Virginia","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.95,12
"Virginia","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.975,16
"Virginia","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.99,20
"Virginia","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.01,0
"Virginia","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.025,0
"Virginia","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.05,0
"Virginia","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.1,0
"Virginia","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.15,0
"Virginia","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.2,0
"Virginia","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.25,0
"Virginia","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.3,1
"Virginia","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.35,1
"Virginia","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.4,1
"Virginia","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.45,1
"Virginia","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.5,1
"Virginia","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.55,1
"Virginia","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.6,1
"Virginia","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.65,2
"Virginia","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.7,2
"Virginia","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.75,2
"Virginia","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.8,2
"Virginia","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.85,2
"Virginia","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.9,3
"Virginia","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.95,3
"Virginia","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.975,4
"Virginia","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.99,5
"Virginia","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.01,0
"Virginia","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.025,0
"Virginia","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.05,0
"Virginia","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.1,0
"Virginia","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.15,0
"Virginia","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.2,0
"Virginia","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.25,0
"Virginia","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.3,0
"Virginia","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.35,0
"Virginia","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.4,0
"Virginia","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.45,0
"Virginia","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.5,1
"Virginia","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.55,1
"Virginia","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.6,1
"Virginia","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.65,1
"Virginia","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.7,1
"Virginia","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.75,1
"Virginia","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.8,1
"Virginia","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.85,2
"Virginia","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.9,2
"Virginia","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.95,3
"Virginia","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.975,3
"Virginia","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.99,4
"Virginia","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.01,0
"Virginia","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.025,0
"Virginia","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.05,0
"Virginia","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.1,0
"Virginia","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.15,0
"Virginia","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.2,0
"Virginia","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.25,0
"Virginia","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.3,0
"Virginia","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.35,0
"Virginia","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.4,0
"Virginia","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.45,0
"Virginia","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.5,1
"Virginia","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.55,1
"Virginia","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.6,1
"Virginia","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.65,1
"Virginia","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.7,1
"Virginia","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.75,1
"Virginia","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.8,1
"Virginia","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.85,2
"Virginia","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.9,2
"Virginia","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.95,2
"Virginia","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.975,3
"Virginia","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.99,4
"Vermont","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.01,0
"Vermont","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.025,0
"Vermont","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.05,0
"Vermont","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.1,0
"Vermont","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.15,0
"Vermont","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.2,0
"Vermont","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.25,0
"Vermont","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.3,0
"Vermont","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.35,0
"Vermont","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.4,0
"Vermont","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.45,0
"Vermont","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.5,1
"Vermont","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.55,1
"Vermont","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.6,1
"Vermont","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.65,1
"Vermont","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.7,1
"Vermont","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.75,1
"Vermont","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.8,1
"Vermont","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.85,2
"Vermont","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.9,2
"Vermont","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.95,2
"Vermont","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.975,3
"Vermont","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.99,4
"Vermont","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.01,0
"Vermont","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.025,0
"Vermont","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.05,0
"Vermont","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.1,0
"Vermont","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.15,0
"Vermont","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.2,0
"Vermont","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.25,0
"Vermont","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.3,0
"Vermont","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.35,0
"Vermont","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.4,0
"Vermont","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.45,0
"Vermont","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.5,1
"Vermont","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.55,1
"Vermont","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.6,1
"Vermont","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.65,1
"Vermont","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.7,1
"Vermont","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.75,1
"Vermont","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.8,1
"Vermont","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.85,2
"Vermont","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.9,2
"Vermont","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.95,3
"Vermont","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.975,3
"Vermont","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.99,4
"Vermont","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.01,0
"Vermont","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.025,0
"Vermont","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.05,0
"Vermont","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.1,0
"Vermont","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.15,0
"Vermont","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.2,0
"Vermont","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.25,0
"Vermont","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.3,0
"Vermont","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.35,0
"Vermont","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.4,0
"Vermont","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.45,1
"Vermont","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.5,1
"Vermont","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.55,1
"Vermont","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.6,1
"Vermont","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.65,1
"Vermont","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.7,1
"Vermont","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.75,1
"Vermont","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.8,2
"Vermont","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.85,2
"Vermont","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.9,2
"Vermont","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.95,3
"Vermont","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.975,3
"Vermont","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.99,4
"Vermont","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.01,0
"Vermont","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.025,0
"Vermont","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.05,0
"Vermont","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.1,0
"Vermont","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.15,0
"Vermont","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.2,0
"Vermont","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.25,0
"Vermont","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.3,0
"Vermont","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.35,1
"Vermont","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.4,1
"Vermont","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.45,1
"Vermont","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.5,1
"Vermont","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.55,1
"Vermont","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.6,1
"Vermont","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.65,2
"Vermont","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.7,2
"Vermont","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.75,2
"Vermont","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.8,2
"Vermont","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.85,3
"Vermont","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.9,3
"Vermont","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.95,4
"Vermont","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.975,5
"Vermont","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.99,6
"Vermont","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.01,0
"Vermont","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.025,0
"Vermont","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.05,0
"Vermont","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.1,0
"Vermont","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.15,0
"Vermont","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.2,0
"Vermont","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.25,0
"Vermont","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.3,0
"Vermont","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.35,1
"Vermont","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.4,1
"Vermont","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.45,1
"Vermont","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.5,1
"Vermont","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.55,1
"Vermont","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.6,1
"Vermont","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.65,2
"Vermont","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.7,2
"Vermont","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.75,2
"Vermont","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.8,3
"Vermont","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.85,3
"Vermont","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.9,4
"Vermont","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.95,5
"Vermont","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.975,6
"Vermont","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.99,8
"Vermont","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.01,0
"Vermont","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.025,0
"Vermont","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.05,0
